Zone,Transport,Station,Passenger,"Date, Time"
3,Tram,Majorstuen,9493,2025-01-13 08:24 AM
17,Train,Lillestrøm,8323,2025-01-17 09:49 PM
13,Metro,Nationaltheatret,6317,2025-01-06 06:46 PM
13,Metro,Storo,9079,2025-01-15 10:53 AM
19,Metro,Jernbanetorget,10898,2025-01-24 09:15 AM
14,Metro,Storo,688,2025-01-28 06:39 PM
17,Metro,Jernbanetorget,11637,2025-01-07 07:05 PM
1,Metro,Furuset,9792,2025-01-19 03:45 PM
2,Metro,Storo,1041,2025-01-16 08:46 AM
20,Train,Oslo S,13501,2025-01-07 08:43 AM
13,Train,Oslo S,1343,2025-01-18 08:57 PM
12,Metro,Storo,5474,2025-01-16 08:49 PM
9,Train,Skøyen,12608,2025-01-13 06:49 AM
8,Train,Oslo S,14998,2025-01-09 01:26 PM
6,Metro,Nationaltheatret,3151,2025-01-13 03:42 PM
7,Metro,Nationaltheatret,11412,2025-01-06 09:55 AM
8,Metro,Storo,5796,2025-01-24 01:42 PM
11,Metro,Nationaltheatret,7215,2025-01-01 10:28 PM
15,Bus,Lambertseter,2815,2025-01-28 08:12 PM
17,Bus,Bislett,10216,2025-01-06 06:49 AM
8,Metro,Storo,11820,2025-01-03 12:17 PM
12,Train,Skøyen,12853,2025-01-29 02:42 PM
3,Metro,Jernbanetorget,5846,2025-01-30 04:55 PM
13,Train,Lillestrøm,3237,2025-01-14 04:04 PM
1,Bus,Grünerløkka,6747,2025-01-07 11:12 AM
6,Train,Sandvika,14178,2025-01-22 10:34 AM
19,Bus,Helsfyr,8210,2025-01-07 08:23 PM
1,Train,Skøyen,5303,2025-01-08 12:43 PM
6,Metro,Storo,665,2025-01-22 07:24 AM
5,Tram,Stortinget,9557,2025-01-22 06:25 AM
16,Bus,Grünerløkka,6420,2025-01-31 01:17 PM
14,Train,Oslo S,3631,2025-01-06 04:38 PM
7,Metro,Jernbanetorget,8086,2025-01-06 12:54 PM
13,Tram,Stortinget,12858,2025-01-30 07:45 AM
19,Metro,Storo,9431,2025-01-29 08:50 AM
20,Tram,Stortinget,1958,2025-01-01 10:20 PM
17,Train,Skøyen,12824,2025-01-20 09:30 PM
12,Train,Lillestrøm,10623,2025-01-15 07:47 PM
15,Tram,Stortinget,1145,2025-01-17 07:12 PM
18,Metro,Furuset,11190,2025-01-22 04:25 PM
13,Train,Oslo S,8651,2025-01-06 06:28 PM
5,Tram,Tøyen,7662,2025-01-13 06:50 AM
8,Bus,Grorud,6541,2025-01-12 09:22 AM
14,Train,Lillestrøm,1371,2025-01-04 07:04 AM
5,Metro,Furuset,4348,2025-01-25 09:57 AM
3,Metro,Nationaltheatret,1061,2025-01-02 09:38 AM
12,Tram,Ullevål Stadion,7380,2025-01-30 07:42 PM
14,Metro,Furuset,4766,2025-01-18 08:43 PM
15,Tram,Tøyen,4906,2025-01-17 09:28 AM
17,Tram,Røa,3396,2025-01-31 01:39 PM
14,Metro,Storo,4736,2025-01-04 09:11 PM
20,Train,Skøyen,13508,2025-01-04 03:14 PM
6,Bus,Sinsen,4850,2025-01-21 03:49 PM
8,Train,Lillestrøm,9755,2025-01-17 12:48 PM
5,Tram,Tøyen,3886,2025-01-02 09:40 PM
1,Metro,Jernbanetorget,9090,2025-01-16 03:15 PM
13,Metro,Nationaltheatret,13765,2025-01-31 10:25 AM
20,Train,Oslo S,562,2025-01-25 12:30 PM
11,Bus,Grorud,12373,2025-01-23 08:43 AM
10,Train,Lillestrøm,1226,2025-01-10 08:22 PM
7,Train,Oslo S,4260,2025-01-31 05:03 PM
9,Tram,Stortinget,9121,2025-01-08 10:54 AM
8,Tram,Ullevål Stadion,3429,2025-01-31 01:15 PM
5,Metro,Nationaltheatret,11672,2025-01-27 03:36 PM
17,Bus,Bislett,13989,2025-01-22 02:07 PM
5,Tram,Røa,8747,2025-01-23 04:39 PM
12,Bus,Grorud,12694,2025-01-24 05:46 PM
5,Train,Oslo S,1223,2025-01-15 02:18 PM
8,Bus,Bislett,4711,2025-01-24 08:17 AM
17,Metro,Storo,9654,2025-01-15 08:22 PM
12,Metro,Furuset,11092,2025-01-09 06:12 PM
16,Bus,Lambertseter,13307,2025-01-01 01:01 PM
16,Metro,Nationaltheatret,14103,2025-01-26 06:23 PM
4,Tram,Tøyen,5009,2025-01-02 10:57 AM
7,Tram,Tøyen,8314,2025-01-28 02:01 PM
9,Metro,Storo,549,2025-01-18 06:28 PM
8,Tram,Tøyen,14123,2025-01-29 09:09 AM
1,Metro,Storo,3122,2025-01-28 02:44 PM
5,Tram,Ullevål Stadion,7232,2025-01-13 11:35 AM
8,Metro,Jernbanetorget,1739,2025-01-19 07:37 PM
11,Tram,Røa,6116,2025-01-02 09:27 PM
5,Bus,Sinsen,10576,2025-01-31 10:16 AM
3,Train,Sandvika,1689,2025-01-16 08:00 PM
1,Train,Oslo S,4929,2025-01-04 07:52 PM
12,Metro,Furuset,4144,2025-01-10 11:58 AM
15,Tram,Røa,4714,2025-01-28 10:14 AM
19,Tram,Tøyen,1369,2025-01-03 08:31 PM
8,Tram,Stortinget,4951,2025-01-11 06:31 PM
19,Train,Sandvika,1967,2025-01-17 07:39 AM
15,Train,Sandvika,7803,2025-01-03 08:35 PM
16,Bus,Sinsen,3899,2025-01-31 07:27 AM
3,Tram,Majorstuen,10045,2025-01-19 10:30 PM
4,Bus,Sinsen,8435,2025-01-23 08:45 PM
5,Tram,Røa,6243,2025-01-06 01:06 PM
8,Train,Sandvika,9515,2025-01-19 11:37 AM
13,Metro,Furuset,8957,2025-01-31 09:00 AM
17,Tram,Majorstuen,728,2025-01-22 06:30 AM
16,Metro,Furuset,8291,2025-01-17 12:01 PM
3,Metro,Storo,8662,2025-01-04 06:41 PM
16,Tram,Tøyen,14520,2025-01-15 04:54 PM
16,Tram,Stortinget,10605,2025-01-24 10:03 PM
11,Tram,Ullevål Stadion,8364,2025-01-08 05:18 PM
15,Metro,Furuset,13487,2025-01-14 06:48 AM
14,Metro,Furuset,7501,2025-01-25 03:39 PM
1,Bus,Sinsen,5586,2025-01-21 09:34 PM
7,Train,Lillestrøm,6206,2025-01-12 12:45 PM
3,Train,Sandvika,10867,2025-01-01 01:45 PM
17,Bus,Bislett,8416,2025-01-01 06:43 PM
3,Train,Skøyen,10592,2025-01-18 11:37 AM
2,Train,Sandvika,12825,2025-01-28 01:34 PM
8,Bus,Grünerløkka,13998,2025-01-19 10:05 AM
14,Train,Skøyen,11468,2025-01-23 12:48 PM
20,Tram,Tøyen,2607,2025-01-11 09:33 AM
5,Train,Oslo S,11802,2025-01-27 07:49 AM
1,Tram,Stortinget,13015,2025-01-06 03:38 PM
9,Train,Sandvika,6134,2025-01-02 06:20 PM
18,Train,Skøyen,11770,2025-01-14 10:21 PM
19,Metro,Nationaltheatret,6268,2025-01-29 08:22 PM
9,Train,Skøyen,5511,2025-01-27 02:32 PM
14,Metro,Furuset,2940,2025-01-03 05:06 PM
4,Train,Oslo S,12371,2025-01-01 10:08 AM
2,Tram,Ullevål Stadion,14147,2025-01-14 07:54 PM
17,Metro,Furuset,10914,2025-01-07 09:28 AM
4,Metro,Jernbanetorget,12375,2025-01-29 07:56 AM
3,Metro,Furuset,6557,2025-01-10 11:55 AM
6,Metro,Furuset,10760,2025-01-29 06:56 AM
19,Tram,Ullevål Stadion,4108,2025-01-04 09:01 AM
8,Bus,Bislett,14785,2025-01-18 09:03 PM
17,Bus,Helsfyr,5193,2025-01-14 12:52 PM
18,Tram,Stortinget,9167,2025-01-16 12:46 PM
12,Tram,Ullevål Stadion,1584,2025-01-12 06:10 AM
3,Metro,Furuset,4325,2025-01-20 05:49 PM
17,Metro,Furuset,8950,2025-01-17 10:07 PM
2,Metro,Jernbanetorget,4552,2025-01-24 02:52 PM
20,Bus,Bislett,6031,2025-01-09 02:27 PM
13,Bus,Sinsen,12824,2025-01-12 06:13 PM
12,Tram,Ullevål Stadion,8974,2025-01-04 06:01 AM
9,Metro,Furuset,11413,2025-01-17 06:07 PM
10,Tram,Røa,14968,2025-01-28 08:09 AM
4,Train,Lillestrøm,7953,2025-01-15 02:50 PM
20,Train,Skøyen,4851,2025-01-09 10:39 AM
15,Metro,Nationaltheatret,1835,2025-01-21 10:31 AM
15,Metro,Storo,8789,2025-01-09 05:23 PM
9,Train,Sandvika,12243,2025-01-02 10:52 AM
17,Tram,Ullevål Stadion,1868,2025-01-23 04:17 PM
18,Bus,Helsfyr,10366,2025-01-04 03:43 PM
10,Metro,Furuset,14685,2025-01-15 08:59 AM
16,Tram,Stortinget,11196,2025-01-22 08:31 PM
18,Bus,Bislett,9457,2025-01-31 08:04 PM
5,Tram,Ullevål Stadion,3385,2025-01-20 03:45 PM
20,Tram,Ullevål Stadion,11980,2025-01-19 10:36 AM
10,Tram,Majorstuen,2150,2025-01-24 10:51 PM
5,Bus,Lambertseter,3268,2025-01-27 11:06 AM
7,Tram,Røa,5815,2025-01-29 03:50 PM
1,Metro,Jernbanetorget,3265,2025-01-02 03:03 PM
11,Train,Sandvika,8191,2025-01-10 03:52 PM
6,Metro,Jernbanetorget,1051,2025-01-18 04:11 PM
3,Train,Lillestrøm,5826,2025-01-08 06:29 PM
5,Bus,Grünerløkka,5261,2025-01-22 10:59 PM
6,Bus,Grorud,6030,2025-01-30 08:37 PM
7,Metro,Nationaltheatret,4631,2025-01-31 07:28 PM
8,Metro,Jernbanetorget,5566,2025-01-25 09:02 PM
9,Bus,Sinsen,13966,2025-01-24 04:47 PM
11,Bus,Grünerløkka,6736,2025-01-30 01:42 PM
3,Bus,Sinsen,1332,2025-01-30 09:25 AM
17,Train,Sandvika,4296,2025-01-10 08:17 PM
3,Bus,Helsfyr,1973,2025-01-03 08:36 PM
1,Bus,Helsfyr,11883,2025-01-10 09:52 PM
16,Bus,Grorud,13423,2025-01-10 06:37 AM
15,Train,Oslo S,11999,2025-01-26 12:02 PM
6,Metro,Nationaltheatret,13911,2025-01-26 07:26 PM
10,Metro,Furuset,10955,2025-01-12 07:51 PM
8,Train,Skøyen,8841,2025-01-09 11:17 AM
11,Metro,Nationaltheatret,12549,2025-01-13 06:50 AM
10,Tram,Majorstuen,13000,2025-01-14 08:53 AM
19,Tram,Stortinget,13879,2025-01-31 08:40 PM
2,Train,Lillestrøm,8040,2025-01-19 06:27 PM
4,Train,Skøyen,13933,2025-01-02 04:59 PM
18,Train,Lillestrøm,8929,2025-01-13 10:56 PM
3,Train,Lillestrøm,4773,2025-01-09 09:47 AM
11,Metro,Storo,11876,2025-01-31 12:04 PM
6,Tram,Tøyen,6749,2025-01-03 05:38 PM
3,Tram,Tøyen,10815,2025-01-12 05:53 PM
10,Tram,Ullevål Stadion,12508,2025-01-31 09:26 PM
10,Train,Lillestrøm,9746,2025-01-14 03:56 PM
5,Tram,Tøyen,6596,2025-01-08 04:38 PM
5,Bus,Helsfyr,3913,2025-01-18 11:41 AM
3,Bus,Sinsen,6806,2025-01-17 01:12 PM
2,Metro,Furuset,1106,2025-01-02 09:00 AM
1,Tram,Røa,10829,2025-01-19 05:17 PM
2,Metro,Furuset,5310,2025-01-09 01:00 PM
15,Metro,Storo,13122,2025-01-01 03:52 PM
8,Metro,Furuset,5380,2025-01-14 06:05 PM
17,Train,Lillestrøm,4960,2025-01-09 05:50 PM
12,Metro,Jernbanetorget,11011,2025-01-27 03:11 PM
16,Train,Sandvika,6657,2025-01-18 08:13 PM
1,Tram,Røa,10343,2025-01-15 08:58 PM
16,Tram,Røa,1912,2025-01-06 03:57 PM
5,Bus,Grünerløkka,3668,2025-01-29 04:35 PM
6,Bus,Lambertseter,11737,2025-01-27 02:03 PM
18,Metro,Storo,7105,2025-01-05 01:39 PM
9,Bus,Sinsen,14317,2025-01-25 09:41 AM
14,Bus,Grorud,12618,2025-01-02 09:34 PM
11,Tram,Tøyen,9921,2025-01-31 12:44 PM
8,Bus,Helsfyr,2969,2025-01-19 09:00 AM
11,Train,Lillestrøm,8983,2025-01-31 05:35 PM
1,Train,Sandvika,3112,2025-01-26 09:20 PM
10,Bus,Grünerløkka,10856,2025-01-28 02:49 PM
3,Metro,Nationaltheatret,4269,2025-01-02 09:31 PM
4,Bus,Lambertseter,9421,2025-01-12 08:01 AM
5,Tram,Ullevål Stadion,7714,2025-01-11 10:33 PM
16,Tram,Majorstuen,8050,2025-01-15 01:33 PM
11,Train,Sandvika,12069,2025-01-17 04:59 PM
16,Tram,Ullevål Stadion,1331,2025-01-23 05:33 PM
4,Tram,Majorstuen,13079,2025-01-21 11:54 AM
5,Bus,Bislett,12122,2025-01-21 11:08 AM
8,Train,Sandvika,5833,2025-01-02 12:11 PM
1,Train,Lillestrøm,11248,2025-01-18 12:17 PM
7,Metro,Nationaltheatret,12081,2025-01-14 07:28 AM
17,Tram,Majorstuen,605,2025-01-04 12:55 PM
17,Train,Lillestrøm,1657,2025-01-28 08:10 PM
12,Bus,Lambertseter,1846,2025-01-21 12:12 PM
4,Train,Oslo S,13713,2025-01-19 08:53 PM
3,Tram,Majorstuen,14410,2025-01-21 08:31 AM
19,Train,Skøyen,5384,2025-01-04 12:00 PM
19,Metro,Storo,8601,2025-01-31 05:54 PM
16,Train,Skøyen,6735,2025-01-30 07:54 AM
20,Bus,Helsfyr,14030,2025-01-31 09:03 PM
7,Tram,Stortinget,11157,2025-01-22 10:50 PM
20,Tram,Stortinget,2499,2025-01-14 10:36 AM
2,Bus,Lambertseter,10514,2025-01-21 09:49 PM
8,Metro,Storo,3477,2025-01-23 11:10 AM
8,Metro,Nationaltheatret,2587,2025-01-28 01:06 PM
1,Metro,Storo,7355,2025-01-23 02:56 PM
15,Metro,Nationaltheatret,10098,2025-01-05 11:21 AM
18,Tram,Tøyen,4053,2025-01-12 06:39 PM
2,Metro,Jernbanetorget,11297,2025-01-27 10:11 AM
9,Metro,Storo,8851,2025-01-07 10:55 AM
7,Bus,Sinsen,8597,2025-01-10 03:11 PM
20,Bus,Bislett,13119,2025-01-11 09:24 PM
11,Bus,Grorud,6492,2025-01-09 08:48 AM
15,Tram,Ullevål Stadion,6712,2025-01-27 05:43 PM
9,Tram,Røa,1785,2025-01-07 05:24 PM
6,Train,Skøyen,1061,2025-01-07 02:49 PM
15,Bus,Grorud,7069,2025-01-29 10:25 PM
5,Metro,Storo,8836,2025-01-01 07:41 AM
18,Metro,Storo,5673,2025-01-02 08:14 PM
13,Train,Skøyen,5846,2025-01-01 03:24 PM
16,Train,Lillestrøm,4112,2025-01-10 04:42 PM
12,Tram,Majorstuen,1342,2025-01-10 09:16 PM
4,Bus,Helsfyr,4245,2025-01-01 08:29 PM
5,Metro,Jernbanetorget,6796,2025-01-22 06:40 PM
7,Bus,Sinsen,10166,2025-01-26 09:03 PM
20,Tram,Røa,4575,2025-01-23 05:12 PM
17,Tram,Stortinget,14723,2025-01-23 09:08 PM
15,Metro,Nationaltheatret,6561,2025-01-30 07:32 AM
3,Bus,Grünerløkka,13953,2025-01-08 07:53 PM
12,Bus,Bislett,14775,2025-01-13 08:03 PM
1,Train,Skøyen,7398,2025-01-25 08:04 AM
16,Tram,Røa,14602,2025-01-30 05:37 PM
8,Metro,Nationaltheatret,8453,2025-01-03 06:42 AM
11,Tram,Majorstuen,10325,2025-01-08 08:09 AM
4,Metro,Storo,9222,2025-01-06 06:37 PM
17,Train,Sandvika,5443,2025-01-26 01:10 PM
5,Train,Skøyen,9148,2025-01-27 07:51 AM
10,Metro,Furuset,4962,2025-01-21 06:19 PM
16,Tram,Majorstuen,9432,2025-01-26 01:34 PM
8,Tram,Majorstuen,1863,2025-01-24 07:12 PM
17,Bus,Grünerløkka,14774,2025-01-31 04:48 PM
18,Train,Lillestrøm,1489,2025-01-04 07:53 PM
15,Metro,Jernbanetorget,14968,2025-01-11 06:31 AM
1,Metro,Jernbanetorget,12888,2025-01-19 07:23 AM
9,Metro,Nationaltheatret,11440,2025-01-27 07:08 PM
17,Metro,Jernbanetorget,13132,2025-01-23 07:35 PM
18,Tram,Ullevål Stadion,7080,2025-01-27 08:02 AM
9,Metro,Furuset,1370,2025-01-01 11:50 AM
7,Metro,Furuset,6603,2025-01-14 06:16 PM
7,Bus,Sinsen,14141,2025-01-24 08:58 AM
8,Metro,Furuset,8817,2025-01-11 03:55 PM
6,Metro,Nationaltheatret,4570,2025-01-30 08:44 AM
10,Bus,Sinsen,5506,2025-01-24 11:11 AM
4,Tram,Tøyen,14669,2025-01-27 06:57 PM
15,Train,Skøyen,12253,2025-01-24 10:43 PM
15,Train,Oslo S,10269,2025-01-22 04:50 PM
16,Bus,Grünerløkka,4984,2025-01-12 11:59 AM
10,Bus,Bislett,5576,2025-01-31 08:36 PM
14,Metro,Jernbanetorget,8780,2025-01-11 09:23 AM
16,Metro,Jernbanetorget,3292,2025-01-24 09:34 PM
10,Bus,Lambertseter,3113,2025-01-20 06:13 AM
2,Train,Skøyen,9586,2025-01-20 12:33 PM
1,Bus,Helsfyr,12131,2025-01-25 11:22 AM
4,Bus,Grünerløkka,13150,2025-01-25 08:35 PM
14,Bus,Sinsen,14449,2025-01-01 10:24 PM
1,Bus,Lambertseter,4884,2025-01-05 09:57 PM
18,Bus,Grorud,13969,2025-01-12 06:13 PM
2,Bus,Grorud,1019,2025-01-07 01:11 PM
15,Train,Skøyen,9835,2025-01-15 08:59 AM
14,Metro,Nationaltheatret,6798,2025-01-28 03:33 PM
2,Bus,Sinsen,4609,2025-01-22 11:31 AM
17,Bus,Grorud,12537,2025-01-22 07:13 PM
13,Train,Skøyen,9555,2025-01-26 11:06 AM
1,Bus,Grorud,11411,2025-01-22 01:24 PM
10,Tram,Røa,11529,2025-01-15 07:09 PM
5,Metro,Furuset,7549,2025-01-30 04:23 PM
16,Tram,Stortinget,4793,2025-01-10 08:46 AM
6,Bus,Bislett,1190,2025-01-22 02:19 PM
16,Metro,Jernbanetorget,12420,2025-01-09 12:54 PM
6,Tram,Majorstuen,7033,2025-01-02 01:41 PM
2,Bus,Lambertseter,4201,2025-01-08 01:01 PM
15,Metro,Storo,8918,2025-01-05 10:10 AM
3,Bus,Helsfyr,7688,2025-01-01 02:08 PM
7,Metro,Nationaltheatret,9096,2025-01-12 06:51 PM
19,Metro,Furuset,5472,2025-01-03 07:11 PM
3,Tram,Ullevål Stadion,13184,2025-01-20 07:50 PM
18,Train,Sandvika,3119,2025-01-31 05:21 PM
18,Train,Oslo S,697,2025-01-22 08:55 AM
18,Tram,Majorstuen,3278,2025-01-08 02:48 PM
4,Metro,Storo,6344,2025-01-12 09:50 AM
20,Tram,Ullevål Stadion,3563,2025-01-21 08:18 PM
4,Tram,Ullevål Stadion,9192,2025-01-06 03:39 PM
18,Tram,Røa,5718,2025-01-30 01:33 PM
17,Train,Sandvika,2282,2025-01-11 09:17 AM
8,Bus,Grünerløkka,11820,2025-01-03 03:55 PM
18,Metro,Storo,1609,2025-01-11 09:12 AM
15,Metro,Storo,8829,2025-01-16 04:53 PM
14,Train,Lillestrøm,675,2025-01-25 12:13 PM
19,Tram,Stortinget,1785,2025-01-07 10:45 PM
2,Metro,Furuset,6186,2025-01-11 10:04 PM
9,Tram,Røa,14692,2025-01-06 04:56 PM
20,Train,Skøyen,1813,2025-01-10 08:37 AM
13,Metro,Furuset,872,2025-01-03 06:40 PM
16,Train,Skøyen,988,2025-01-03 12:12 PM
15,Bus,Bislett,14719,2025-01-21 05:29 PM
16,Tram,Stortinget,2608,2025-01-14 12:23 PM
1,Bus,Grorud,6814,2025-01-16 05:30 PM
15,Tram,Stortinget,6707,2025-01-31 08:24 AM
5,Tram,Ullevål Stadion,2867,2025-01-06 06:14 AM
15,Bus,Helsfyr,14502,2025-01-05 09:55 AM
14,Tram,Stortinget,1369,2025-01-16 12:34 PM
18,Bus,Grünerløkka,9690,2025-01-28 07:33 PM
14,Tram,Røa,8843,2025-01-29 06:49 PM
14,Bus,Grorud,599,2025-01-20 07:53 PM
11,Tram,Røa,8080,2025-01-17 06:45 PM
9,Metro,Nationaltheatret,2408,2025-01-10 01:04 PM
5,Bus,Bislett,14041,2025-01-22 08:15 AM
1,Train,Oslo S,4665,2025-01-29 11:44 AM
16,Bus,Lambertseter,1463,2025-01-18 07:33 PM
2,Metro,Furuset,11696,2025-01-22 10:04 AM
7,Train,Skøyen,4461,2025-01-15 01:50 PM
10,Train,Lillestrøm,5088,2025-01-12 11:53 AM
4,Tram,Majorstuen,5629,2025-01-14 12:40 PM
5,Metro,Jernbanetorget,13291,2025-01-21 10:10 PM
14,Bus,Bislett,2860,2025-01-25 06:20 PM
19,Tram,Stortinget,14781,2025-01-08 10:05 AM
17,Bus,Grünerløkka,7697,2025-01-30 09:36 AM
19,Train,Lillestrøm,3373,2025-01-25 12:44 PM
4,Metro,Storo,4668,2025-01-24 06:58 PM
2,Bus,Sinsen,13559,2025-01-09 04:10 PM
14,Train,Skøyen,6626,2025-01-23 01:09 PM
4,Bus,Lambertseter,3602,2025-01-05 07:19 AM
10,Tram,Tøyen,1604,2025-01-03 06:27 AM
5,Metro,Nationaltheatret,521,2025-01-02 04:16 PM
13,Metro,Furuset,8271,2025-01-15 08:55 PM
16,Bus,Grünerløkka,7208,2025-01-23 07:22 PM
6,Metro,Storo,5309,2025-01-31 06:04 PM
17,Bus,Sinsen,10815,2025-01-28 02:13 PM
9,Metro,Storo,10378,2025-01-28 12:08 PM
17,Metro,Storo,8234,2025-01-18 06:29 PM
13,Metro,Jernbanetorget,6138,2025-01-31 06:03 AM
1,Tram,Ullevål Stadion,3694,2025-01-02 09:40 PM
9,Tram,Majorstuen,7459,2025-01-03 01:42 PM
4,Train,Sandvika,11962,2025-01-18 06:18 AM
13,Train,Skøyen,10781,2025-01-27 08:29 AM
13,Metro,Furuset,14844,2025-01-18 06:55 PM
5,Metro,Storo,8839,2025-01-16 07:59 AM
13,Bus,Bislett,9112,2025-01-24 12:36 PM
6,Metro,Storo,14329,2025-01-26 05:32 PM
19,Metro,Nationaltheatret,8216,2025-01-27 08:32 PM
17,Bus,Bislett,3633,2025-01-20 05:15 PM
1,Metro,Nationaltheatret,6279,2025-01-13 06:31 AM
5,Tram,Ullevål Stadion,11502,2025-01-23 08:57 AM
15,Train,Oslo S,11242,2025-01-16 05:31 PM
5,Tram,Røa,1600,2025-01-12 09:33 PM
6,Train,Oslo S,12426,2025-01-27 08:41 PM
19,Metro,Furuset,13228,2025-01-05 04:32 PM
4,Bus,Lambertseter,13991,2025-01-07 10:38 AM
5,Bus,Grünerløkka,3925,2025-01-04 02:59 PM
17,Train,Sandvika,13464,2025-01-26 11:40 AM
16,Bus,Lambertseter,8124,2025-01-04 01:18 PM
14,Metro,Storo,2069,2025-01-31 02:47 PM
10,Bus,Lambertseter,10555,2025-01-08 12:20 PM
11,Bus,Grorud,10133,2025-01-31 09:15 PM
9,Bus,Bislett,14427,2025-01-04 07:59 PM
19,Metro,Nationaltheatret,5189,2025-01-09 09:29 AM
12,Tram,Røa,584,2025-01-23 07:28 PM
5,Metro,Nationaltheatret,14120,2025-01-10 10:55 PM
4,Bus,Sinsen,1330,2025-01-20 08:56 PM
20,Train,Lillestrøm,6084,2025-01-09 01:35 PM
18,Train,Skøyen,13423,2025-01-25 05:22 PM
12,Tram,Tøyen,7824,2025-01-26 08:22 PM
8,Tram,Ullevål Stadion,7241,2025-01-13 09:27 PM
1,Metro,Nationaltheatret,7939,2025-01-13 08:22 AM
15,Bus,Lambertseter,10903,2025-01-30 02:50 PM
14,Metro,Furuset,3631,2025-01-25 10:16 AM
5,Bus,Bislett,10467,2025-01-29 08:03 PM
19,Tram,Røa,6961,2025-01-04 10:50 AM
3,Tram,Majorstuen,13626,2025-01-28 06:31 PM
14,Train,Lillestrøm,9688,2025-01-11 05:13 PM
10,Metro,Nationaltheatret,13766,2025-01-04 08:30 PM
14,Tram,Ullevål Stadion,7099,2025-01-12 12:10 PM
3,Tram,Stortinget,9908,2025-01-26 07:01 PM
8,Metro,Storo,13536,2025-01-07 04:43 PM
14,Train,Lillestrøm,10231,2025-01-29 03:39 PM
7,Tram,Ullevål Stadion,12729,2025-01-17 10:33 PM
8,Tram,Tøyen,10502,2025-01-16 03:58 PM
5,Bus,Grorud,9219,2025-01-10 04:42 PM
17,Train,Oslo S,11088,2025-01-20 02:09 PM
10,Metro,Jernbanetorget,602,2025-01-30 09:10 PM
13,Train,Sandvika,10290,2025-01-24 10:15 PM
15,Bus,Helsfyr,969,2025-01-31 05:56 PM
6,Bus,Bislett,8563,2025-01-31 06:02 PM
9,Tram,Stortinget,11492,2025-01-12 07:15 AM
10,Metro,Furuset,7797,2025-01-26 10:43 PM
1,Metro,Jernbanetorget,4826,2025-01-15 01:14 PM
2,Tram,Stortinget,5167,2025-01-25 09:41 AM
6,Tram,Majorstuen,8653,2025-01-18 09:20 PM
2,Bus,Grorud,11171,2025-01-08 09:13 PM
14,Metro,Nationaltheatret,5451,2025-01-07 09:04 PM
5,Bus,Helsfyr,14589,2025-01-01 08:51 AM
10,Train,Skøyen,14617,2025-01-17 03:11 PM
4,Train,Sandvika,6790,2025-01-02 05:47 PM
7,Bus,Grünerløkka,8602,2025-01-11 01:35 PM
16,Bus,Bislett,14282,2025-01-04 12:11 PM
13,Train,Oslo S,14061,2025-01-03 04:51 PM
18,Metro,Furuset,4363,2025-01-25 03:11 PM
10,Metro,Nationaltheatret,4053,2025-01-20 01:34 PM
8,Tram,Røa,2245,2025-01-05 08:54 AM
4,Train,Skøyen,7434,2025-01-19 02:21 PM
9,Tram,Ullevål Stadion,5463,2025-01-07 07:32 PM
13,Train,Sandvika,4937,2025-01-27 06:09 PM
6,Metro,Storo,5880,2025-01-02 01:46 PM
3,Train,Lillestrøm,13265,2025-01-01 09:12 PM
19,Metro,Storo,10226,2025-01-06 08:08 AM
15,Train,Sandvika,1882,2025-01-11 09:45 PM
11,Metro,Storo,8214,2025-01-14 06:09 PM
16,Bus,Grünerløkka,8882,2025-01-15 08:54 AM
20,Tram,Tøyen,7133,2025-01-18 12:17 PM
12,Train,Oslo S,5507,2025-01-26 12:14 PM
15,Train,Oslo S,3618,2025-01-08 09:03 PM
18,Tram,Tøyen,1302,2025-01-31 04:22 PM
14,Metro,Storo,13065,2025-01-04 03:13 PM
15,Bus,Grorud,9485,2025-01-21 10:13 PM
11,Tram,Majorstuen,12256,2025-01-14 06:35 AM
17,Tram,Røa,1526,2025-01-17 03:34 PM
17,Metro,Jernbanetorget,4163,2025-01-30 11:29 AM
7,Train,Lillestrøm,14783,2025-01-22 10:47 AM
13,Metro,Nationaltheatret,979,2025-01-28 08:04 PM
17,Tram,Røa,3604,2025-01-04 06:33 AM
8,Train,Skøyen,13649,2025-01-29 10:14 PM
5,Metro,Furuset,14277,2025-01-27 12:00 PM
6,Bus,Lambertseter,2005,2025-01-14 07:06 AM
17,Bus,Grünerløkka,11968,2025-01-29 10:35 PM
20,Metro,Storo,6103,2025-01-05 06:37 PM
5,Train,Oslo S,11248,2025-01-27 08:52 AM
2,Tram,Tøyen,13861,2025-01-25 07:07 PM
5,Tram,Majorstuen,1197,2025-01-20 08:29 AM
4,Tram,Stortinget,9782,2025-01-23 12:04 PM
17,Tram,Ullevål Stadion,5745,2025-01-19 06:26 PM
8,Metro,Furuset,1009,2025-01-20 07:30 AM
11,Tram,Stortinget,9559,2025-01-13 04:20 PM
15,Train,Oslo S,8216,2025-01-21 06:08 AM
7,Metro,Storo,7035,2025-01-12 10:26 PM
19,Train,Lillestrøm,8292,2025-01-31 06:09 PM
2,Bus,Lambertseter,11989,2025-01-06 02:22 PM
1,Tram,Røa,9730,2025-01-16 03:43 PM
15,Train,Oslo S,12344,2025-01-25 10:43 AM
9,Tram,Stortinget,3535,2025-01-12 10:41 PM
18,Bus,Grünerløkka,4740,2025-01-16 12:25 PM
